id_pago,id_orden,metodo_pago,subtotal,propina_voluntaria,total_pagado
2039,2039,nequi,132371,13237,145608
2040,2040,tarjeta_credito,58743,5874,64617
2042,2042,daviplata,56634,5663,62297
2044,2044,tarjeta_debito,79452,7945,87397
2045,2045,tarjeta_debito,21065,0,21065
2048,2048,tarjeta_credito,81279,8127,89406
2051,2051,tarjeta_credito,34794,0,34794
2053,2053,tarjeta_debito,132335,13233,145568
2054,2054,tarjeta_debito,67887,6788,74675
2055,2055,tarjeta_credito,16887,0,16887
2056,2056,tarjeta_credito,89403,0,89403
2058,2058,nequi,115159,11515,126674
2062,2062,daviplata,39770,3977,43747
2063,2063,tarjeta_debito,55712,0,55712
2065,2065,efectivo,96119,9611,105730
2066,2066,efectivo,149592,14959,164551
2068,2068,daviplata,92500,9250,101750
2069,2069,tarjeta_credito,145811,0,145811
2071,2071,tarjeta_debito,19405,1940,21345
2073,2073,efectivo,139802,0,139802
2074,2074,tarjeta_credito,20709,2070,22779
2076,2076,tarjeta_debito,48597,0,48597
2077,2077,tarjeta_credito,71175,7117,78292
2078,2078,daviplata,82270,0,82270
2079,2079,efectivo,99501,0,99501
2080,2080,tarjeta_debito,69620,0,69620
2082,2082,daviplata,117301,0,117301
2083,2083,tarjeta_credito,104108,10410,114518
2084,2084,daviplata,85376,8537,93913
2086,2086,daviplata,134641,13464,148105
2089,2089,daviplata,31923,0,31923
2090,2090,daviplata,146976,0,146976
2091,2091,tarjeta_credito,15986,1598,17584
2093,2093,daviplata,25377,0,25377
2094,2094,tarjeta_credito,94444,9444,103888
2096,2096,efectivo,59379,0,59379
2097,2097,efectivo,59806,0,59806
2099,2099,efectivo,54128,0,54128
2100,2100,daviplata,15113,0,15113
2101,2101,efectivo,125246,12524,137770
2103,2103,daviplata,23145,0,23145
2104,2104,nequi,82411,8241,90652
2108,2108,efectivo,18303,1830,20133
2110,2110,daviplata,123885,12388,136273
2113,2113,daviplata,122084,12208,134292
2114,2114,tarjeta_credito,128833,12883,141716
2115,2115,tarjeta_credito,92487,0,92487
2116,2116,nequi,49373,4937,54310
2117,2117,nequi,93963,9396,103359
2118,2118,nequi,128406,0,128406
2119,2119,daviplata,106497,10649,117146
2122,2122,efectivo,97503,9750,107253
2124,2124,efectivo,45292,4529,49821
2125,2125,nequi,31996,3199,35195
2127,2127,nequi,111419,11141,122560
2128,2128,tarjeta_debito,60804,0,60804
2129,2129,tarjeta_debito,102002,10200,112202
2131,2131,daviplata,117570,11757,129327
2134,2134,daviplata,111377,11137,122514
2135,2135,tarjeta_debito,47506,0,47506
2136,2136,tarjeta_credito,93642,9364,103006
2138,2138,nequi,87757,0,87757
2142,2142,tarjeta_debito,115120,11512,126632
2147,2147,daviplata,148989,14898,163887
2148,2148,efectivo,56224,5622,61846
2149,2149,efectivo,21211,2121,23332
2151,2151,tarjeta_credito,80870,0,80870
2153,2153,tarjeta_credito,127991,12799,140790
2155,2155,nequi,86519,0,86519
2156,2156,tarjeta_credito,142549,14254,156803
2157,2157,tarjeta_debito,110337,0,110337
2158,2158,tarjeta_credito,45367,4536,49903
2159,2159,efectivo,89604,0,89604
2160,2160,daviplata,119251,0,119251
2161,2161,daviplata,79309,0,79309
2162,2162,tarjeta_credito,77164,0,77164
2163,2163,daviplata,111041,11104,122145
2166,2166,nequi,121977,12197,134174
2167,2167,tarjeta_debito,71147,0,71147
2170,2170,efectivo,27750,2775,30525
2172,2172,tarjeta_credito,71930,0,71930
2173,2173,tarjeta_credito,136497,13649,150146
2174,2174,tarjeta_debito,106851,10685,117536
2175,2175,tarjeta_credito,66048,6604,72652
2176,2176,tarjeta_debito,50870,0,50870
2177,2177,efectivo,119570,0,119570
2179,2179,efectivo,17777,1777,19554
2181,2181,nequi,94056,0,94056
2182,2182,daviplata,47252,0,47252
2187,2187,nequi,88706,8870,97576
2188,2188,nequi,130567,0,130567
2190,2190,daviplata,84275,8427,92702
2191,2191,nequi,38965,0,38965
2193,2193,efectivo,135433,0,135433
2194,2194,tarjeta_credito,62219,6221,68440
2195,2195,tarjeta_credito,88567,8856,97423
2197,2197,efectivo,119277,11927,131204
2198,2198,efectivo,59523,0,59523
2202,2202,tarjeta_debito,72332,7233,79565
2203,2203,tarjeta_debito,81651,8165,89816
2204,2204,nequi,17796,1779,19575
2205,2205,nequi,66798,6679,73477
2207,2207,efectivo,129100,0,129100
2208,2208,tarjeta_debito,96899,0,96899
2209,2209,tarjeta_debito,90863,0,90863
2210,2210,daviplata,125073,12507,137580
2211,2211,daviplata,37457,3745,41202
2213,2213,daviplata,149328,14932,164260
2214,2214,tarjeta_debito,137630,13763,151393
2218,2218,daviplata,111278,0,111278
2219,2219,tarjeta_credito,118608,0,118608
2220,2220,efectivo,34293,0,34293
2221,2221,tarjeta_debito,119877,0,119877
2222,2222,daviplata,115282,11528,126810
2223,2223,daviplata,26951,0,26951
2224,2224,daviplata,31187,0,31187
2228,2228,tarjeta_debito,139027,13902,152929
2229,2229,efectivo,116000,11600,127600
2230,2230,tarjeta_credito,115719,0,115719
2231,2231,efectivo,140408,14040,154448
2232,2232,efectivo,68883,6888,75771
2233,2233,daviplata,89614,8961,98575
2235,2235,nequi,136163,13616,149779
2237,2237,efectivo,65923,6592,72515
2239,2239,nequi,15202,1520,16722
2240,2240,tarjeta_debito,28676,2867,31543
2241,2241,tarjeta_credito,119674,11967,131641
2242,2242,daviplata,98170,9817,107987
2243,2243,tarjeta_credito,17561,1756,19317
2245,2245,tarjeta_debito,32500,0,32500
2246,2246,tarjeta_debito,21223,2122,23345
2247,2247,tarjeta_debito,135168,0,135168
2248,2248,efectivo,59504,0,59504
2249,2249,tarjeta_debito,133552,0,133552
2251,2251,daviplata,139235,13923,153158
2253,2253,daviplata,76696,7669,84365
2254,2254,tarjeta_credito,141708,14170,155878
2256,2256,tarjeta_credito,50903,0,50903
2258,2258,efectivo,122413,12241,134654
2259,2259,tarjeta_debito,111129,0,111129
2260,2260,efectivo,16258,0,16258
2262,2262,tarjeta_credito,72411,7241,79652
2269,2269,nequi,38896,3889,42785
2271,2271,efectivo,23468,0,23468
2272,2272,daviplata,133283,0,133283
2273,2273,nequi,33835,3383,37218
2274,2274,tarjeta_credito,42196,0,42196
2275,2275,daviplata,120765,12076,132841
2277,2277,tarjeta_debito,60513,6051,66564
2278,2278,nequi,89610,8961,98571
2281,2281,tarjeta_credito,52885,0,52885
2282,2282,tarjeta_credito,48825,4882,53707
2283,2283,daviplata,125534,0,125534
2285,2285,nequi,134718,13471,148189
2286,2286,nequi,67629,6762,74391
2292,2292,efectivo,32167,3216,35383
2293,2293,daviplata,92957,9295,102252
2295,2295,nequi,118985,11898,130883
2296,2296,daviplata,122112,12211,134323
2298,2298,efectivo,52491,0,52491
2299,2299,daviplata,120001,12000,132001
2303,2303,nequi,81333,0,81333
2304,2304,nequi,80206,0,80206
2305,2305,daviplata,30267,0,30267
2308,2308,nequi,69017,6901,75918
2309,2309,tarjeta_debito,104560,0,104560
2311,2311,efectivo,37881,3788,41669
2315,2315,nequi,26343,0,26343
2316,2316,tarjeta_credito,85034,8503,93537
2317,2317,nequi,42912,4291,47203
2318,2318,tarjeta_credito,74301,0,74301
2319,2319,efectivo,67541,6754,74295
2320,2320,tarjeta_credito,21872,0,21872
2321,2321,tarjeta_debito,146382,0,146382
2322,2322,nequi,69799,0,69799
2323,2323,nequi,34412,0,34412
2324,2324,efectivo,15928,0,15928
2326,2326,tarjeta_debito,105329,0,105329
2327,2327,nequi,119137,0,119137
2329,2329,tarjeta_debito,121959,0,121959
2331,2331,efectivo,122240,12224,134464
2332,2332,daviplata,121447,12144,133591
2333,2333,tarjeta_debito,146363,14636,160999
2334,2334,daviplata,19426,1942,21368
2335,2335,tarjeta_credito,102660,10266,112926
2336,2336,tarjeta_debito,120522,12052,132574
2337,2337,tarjeta_debito,73728,7372,81100
2338,2338,nequi,32968,3296,36264
2339,2339,nequi,96546,9654,106200
2340,2340,tarjeta_debito,38634,0,38634
2341,2341,tarjeta_credito,63213,0,63213
2342,2342,nequi,84702,0,84702
2343,2343,daviplata,65145,0,65145
2346,2346,nequi,100459,10045,110504
2347,2347,nequi,86704,8670,95374
2348,2348,tarjeta_debito,38183,3818,42001
2349,2349,nequi,20048,0,20048
2350,2350,tarjeta_debito,75697,7569,83266
2351,2351,tarjeta_debito,91611,9161,100772
2352,2352,efectivo,53105,5310,58415
2353,2353,tarjeta_credito,74330,0,74330
2354,2354,efectivo,83488,0,83488
2355,2355,daviplata,79387,0,79387
2356,2356,tarjeta_credito,65561,6556,72117
2359,2359,nequi,15759,1575,17334
2360,2360,nequi,144926,14492,159418
2363,2363,daviplata,78100,7810,85910
2364,2364,nequi,42276,0,42276
2369,2369,efectivo,85862,0,85862
2371,2371,efectivo,103837,10383,114220
2372,2372,tarjeta_debito,109353,0,109353
2378,2378,tarjeta_credito,114430,11443,125873
2379,2379,daviplata,86850,8685,95535
2381,2381,nequi,33031,3303,36334
2382,2382,daviplata,33365,3336,36701
2384,2384,tarjeta_debito,66221,6622,72843
2385,2385,tarjeta_credito,63494,0,63494
2387,2387,nequi,39826,3982,43808
2388,2388,daviplata,71983,7198,79181
2392,2392,efectivo,50839,0,50839
2393,2393,daviplata,70493,7049,77542
2394,2394,tarjeta_credito,17826,1782,19608
2398,2398,daviplata,117764,11776,129540
2399,2399,tarjeta_credito,60451,0,60451
2400,2400,efectivo,29204,0,29204
2402,2402,tarjeta_debito,118292,0,118292
2404,2404,nequi,19761,0,19761
2405,2405,efectivo,83441,8344,91785
2406,2406,tarjeta_credito,83012,8301,91313
2407,2407,tarjeta_credito,36884,0,36884
2409,2409,tarjeta_credito,22649,0,22649
2411,2411,tarjeta_credito,22917,2291,25208
2414,2414,tarjeta_credito,18222,1822,20044
2415,2415,daviplata,49317,4931,54248
2418,2418,daviplata,122186,0,122186
2419,2419,tarjeta_debito,29693,2969,32662
2422,2422,daviplata,108090,0,108090
2423,2423,efectivo,61111,0,61111
2424,2424,daviplata,47103,0,47103
2425,2425,efectivo,70482,7048,77530
2426,2426,tarjeta_debito,108811,10881,119692
2427,2427,tarjeta_debito,58291,0,58291
2428,2428,tarjeta_credito,51860,0,51860
2429,2429,tarjeta_debito,113126,11312,124438
2430,2430,daviplata,133747,0,133747
2433,2433,daviplata,71417,0,71417
2435,2435,nequi,67463,6746,74209
2437,2437,efectivo,19622,1962,21584
2439,2439,daviplata,101115,10111,111226
2442,2442,nequi,17630,0,17630
2443,2443,efectivo,34637,3463,38100
2445,2445,nequi,20389,2038,22427
2446,2446,tarjeta_credito,83147,0,83147
2447,2447,tarjeta_debito,31671,3167,34838
2449,2449,daviplata,133710,0,133710
2452,2452,tarjeta_debito,85701,0,85701
2458,2458,daviplata,92393,9239,101632
2459,2459,efectivo,143068,0,143068
2460,2460,tarjeta_debito,109568,10956,120524
2461,2461,tarjeta_debito,147375,0,147375
2462,2462,efectivo,64960,6496,71456
2464,2464,daviplata,106645,10664,117309
2465,2465,nequi,67883,6788,74671
2468,2468,nequi,82841,8284,91125
2469,2469,nequi,115899,11589,127488
2472,2472,daviplata,37634,3763,41397
2474,2474,tarjeta_credito,118311,11831,130142
2475,2475,tarjeta_debito,105377,10537,115914
2477,2477,efectivo,69934,6993,76927
2478,2478,tarjeta_credito,83259,0,83259
2479,2479,tarjeta_debito,126458,12645,139103
2481,2481,nequi,40439,0,40439
2486,2486,nequi,37931,3793,41724
2487,2487,tarjeta_debito,103864,10386,114250
2491,2491,nequi,93512,0,93512
2492,2492,daviplata,149572,0,149572
2493,2493,nequi,23155,0,23155
2494,2494,nequi,17345,1734,19079
2495,2495,tarjeta_credito,93245,0,93245
2497,2497,efectivo,58027,5802,63829
2499,2499,nequi,55761,0,55761
2500,2500,tarjeta_credito,126597,12659,139256
2501,2501,tarjeta_debito,68110,6811,74921
2503,2503,tarjeta_credito,60284,6028,66312
2504,2504,tarjeta_debito,145197,0,145197
2505,2505,tarjeta_credito,132370,13237,145607
2506,2506,nequi,142128,0,142128
2507,2507,daviplata,61741,6174,67915
2508,2508,daviplata,56798,5679,62477
2509,2509,tarjeta_debito,128658,0,128658
2510,2510,nequi,71818,0,71818
2511,2511,tarjeta_debito,60219,6021,66240
2512,2512,daviplata,115838,11583,127421
2514,2514,tarjeta_debito,117996,0,117996
2516,2516,efectivo,117844,11784,129628
2517,2517,nequi,111341,0,111341
2519,2519,efectivo,23347,2334,25681
2520,2520,tarjeta_debito,132688,0,132688
2521,2521,tarjeta_credito,89944,0,89944
2522,2522,tarjeta_debito,33341,3334,36675
2523,2523,efectivo,145733,0,145733
2524,2524,tarjeta_credito,103132,0,103132
2525,2525,nequi,30455,0,30455
2526,2526,efectivo,148838,14883,163721
2527,2527,efectivo,63861,0,63861
2532,2532,efectivo,46759,4675,51434
2535,2535,nequi,110696,0,110696
2537,2537,nequi,131473,13147,144620
2538,2538,tarjeta_credito,92173,9217,101390
2539,2539,daviplata,122560,12256,134816
2540,2540,daviplata,147297,0,147297
2541,2541,daviplata,144595,14459,159054
2543,2543,efectivo,87370,0,87370
2544,2544,efectivo,60330,0,60330
2545,2545,tarjeta_credito,106007,0,106007
2547,2547,tarjeta_debito,113510,11351,124861
2548,2548,tarjeta_debito,113314,0,113314
2549,2549,daviplata,149322,0,149322
2551,2551,nequi,115176,11517,126693
2553,2553,tarjeta_credito,36969,0,36969
2554,2554,nequi,24038,2403,26441
2557,2557,daviplata,35171,0,35171
2559,2559,daviplata,89388,0,89388
2560,2560,nequi,117974,0,117974
2561,2561,tarjeta_credito,125835,12583,138418
2562,2562,tarjeta_credito,45006,4500,49506
2565,2565,nequi,82101,8210,90311
2567,2567,tarjeta_credito,27966,2796,30762
2568,2568,nequi,78663,7866,86529
2572,2572,tarjeta_debito,121004,12100,133104
2573,2573,tarjeta_credito,75071,0,75071
2575,2575,nequi,133778,0,133778
2576,2576,nequi,70387,0,70387
2583,2583,nequi,38604,3860,42464
2585,2585,tarjeta_credito,142124,0,142124
2586,2586,daviplata,43172,4317,47489
2588,2588,tarjeta_credito,72402,0,72402
2589,2589,efectivo,99228,0,99228
2590,2590,tarjeta_debito,47614,0,47614
2596,2596,daviplata,92729,9272,102001
2601,2601,daviplata,103815,10381,114196
2602,2602,tarjeta_debito,134838,13483,148321
2604,2604,tarjeta_credito,49847,4984,54831
2605,2605,tarjeta_debito,99235,9923,109158
2607,2607,efectivo,114754,11475,126229
2611,2611,efectivo,114428,0,114428
2612,2612,tarjeta_credito,22156,2215,24371
2613,2613,efectivo,74622,7462,82084
2615,2615,tarjeta_credito,44421,4442,48863
2616,2616,daviplata,52029,5202,57231
2617,2617,efectivo,120401,12040,132441
2619,2619,nequi,23868,0,23868
2620,2620,tarjeta_credito,137805,0,137805
2621,2621,tarjeta_credito,52611,0,52611
2625,2625,tarjeta_debito,99414,9941,109355
2628,2628,tarjeta_debito,100816,10081,110897
2629,2629,efectivo,127096,0,127096
2630,2630,efectivo,124911,12491,137402
2633,2633,daviplata,149978,0,149978
2634,2634,efectivo,132931,0,132931
2635,2635,daviplata,135290,13529,148819
2636,2636,nequi,52812,5281,58093
2639,2639,daviplata,71870,0,71870
2640,2640,tarjeta_credito,81813,0,81813
2641,2641,daviplata,42903,0,42903
2642,2642,tarjeta_debito,97445,9744,107189
2643,2643,tarjeta_debito,140605,14060,154665
2649,2649,tarjeta_credito,94243,0,94243
2650,2650,tarjeta_credito,43113,0,43113
2651,2651,nequi,116726,0,116726
2654,2654,tarjeta_debito,39955,0,39955
2656,2656,efectivo,15539,0,15539
2657,2657,nequi,120456,0,120456
2658,2658,daviplata,108881,10888,119769
2660,2660,nequi,107145,10714,117859
2661,2661,tarjeta_debito,60111,6011,66122
2662,2662,nequi,17250,0,17250
2664,2664,tarjeta_credito,81911,8191,90102
2665,2665,nequi,35317,3531,38848
2666,2666,nequi,136071,0,136071
2668,2668,tarjeta_credito,111904,11190,123094
2670,2670,daviplata,43570,0,43570
2671,2671,efectivo,43032,4303,47335
2673,2673,tarjeta_debito,101980,0,101980
2674,2674,daviplata,134422,13442,147864
2675,2675,tarjeta_debito,76088,0,76088
2676,2676,efectivo,128790,0,128790
2677,2677,tarjeta_credito,45956,4595,50551
2678,2678,tarjeta_credito,111177,0,111177
2679,2679,tarjeta_credito,73854,0,73854
2681,2681,tarjeta_debito,77824,0,77824
2683,2683,efectivo,104512,10451,114963
2684,2684,tarjeta_debito,56359,5635,61994
2685,2685,tarjeta_debito,137055,0,137055
2686,2686,tarjeta_debito,132837,0,132837
2688,2688,daviplata,111939,11193,123132
2690,2690,nequi,105219,0,105219
2692,2692,tarjeta_debito,106442,10644,117086
2696,2696,tarjeta_credito,136604,0,136604
2697,2697,tarjeta_credito,28845,2884,31729
2698,2698,efectivo,116598,0,116598
2701,2701,tarjeta_credito,106110,10611,116721
2702,2702,nequi,20060,2006,22066
2704,2704,nequi,81006,8100,89106
2705,2705,daviplata,21358,0,21358
2707,2707,nequi,147151,14715,161866
2710,2710,efectivo,148830,0,148830
2712,2712,tarjeta_debito,128128,0,128128
2713,2713,tarjeta_credito,55289,5528,60817
2714,2714,nequi,61230,0,61230
2715,2715,tarjeta_debito,105404,10540,115944
2716,2716,nequi,109925,10992,120917
2719,2719,tarjeta_credito,54245,5424,59669
2721,2721,tarjeta_credito,109036,10903,119939
2722,2722,efectivo,124138,12413,136551
2723,2723,tarjeta_debito,22225,2222,24447
2724,2724,daviplata,29033,2903,31936
2725,2725,daviplata,65476,6547,72023
2728,2728,tarjeta_credito,146217,14621,160838
2729,2729,nequi,74141,7414,81555
2730,2730,nequi,87658,0,87658
2739,2739,daviplata,105042,10504,115546
2740,2740,efectivo,80076,8007,88083
2741,2741,nequi,97820,9782,107602
2744,2744,daviplata,127670,0,127670
2746,2746,efectivo,40806,4080,44886
2747,2747,daviplata,145316,14531,159847
2751,2751,tarjeta_credito,20250,0,20250
2753,2753,nequi,137396,0,137396
2754,2754,tarjeta_credito,106322,0,106322
2755,2755,daviplata,89311,8931,98242
2757,2757,nequi,46128,4612,50740
2760,2760,nequi,86650,8665,95315
2762,2762,daviplata,111638,11163,122801
2763,2763,tarjeta_credito,48268,0,48268
2764,2764,efectivo,146060,0,146060
2765,2765,tarjeta_credito,65325,6532,71857
2770,2770,efectivo,62266,6226,68492
2771,2771,tarjeta_debito,79842,7984,87826
2773,2773,efectivo,114333,0,114333
2774,2774,nequi,34463,3446,37909
2778,2778,nequi,45244,4524,49768
2780,2780,tarjeta_credito,144963,14496,159459
2781,2781,nequi,100987,10098,111085
2783,2783,nequi,67028,6702,73730
2784,2784,daviplata,137595,13759,151354
2785,2785,tarjeta_credito,94744,0,94744
2787,2787,tarjeta_credito,122356,12235,134591
2789,2789,tarjeta_debito,30253,3025,33278
2790,2790,daviplata,35516,3551,39067
2792,2792,tarjeta_credito,70608,7060,77668
2794,2794,daviplata,20873,0,20873
2796,2796,tarjeta_debito,125664,12566,138230
2797,2797,daviplata,91116,0,91116
2798,2798,tarjeta_debito,47783,4778,52561
2799,2799,daviplata,17440,0,17440
2802,2802,tarjeta_debito,116296,0,116296
2805,2805,tarjeta_debito,85099,0,85099
2806,2806,nequi,31880,3188,35068
2811,2811,nequi,100359,0,100359
2815,2815,nequi,41934,4193,46127
2816,2816,tarjeta_debito,20832,2083,22915
2817,2817,tarjeta_debito,141629,0,141629
2818,2818,efectivo,132008,13200,145208
2819,2819,tarjeta_debito,72818,0,72818
2820,2820,efectivo,98025,9802,107827
2824,2824,nequi,25039,2503,27542
2825,2825,tarjeta_credito,110535,0,110535
2826,2826,efectivo,36231,3623,39854
2827,2827,nequi,105176,10517,115693
2828,2828,tarjeta_credito,122265,12226,134491
2832,2832,tarjeta_credito,85521,8552,94073
2833,2833,tarjeta_debito,22100,0,22100
2834,2834,tarjeta_debito,93796,9379,103175
2835,2835,efectivo,92679,9267,101946
2836,2836,daviplata,127485,12748,140233
2837,2837,tarjeta_debito,144626,14462,159088
2838,2838,nequi,96583,9658,106241
2840,2840,tarjeta_debito,57305,0,57305
2841,2841,efectivo,57476,5747,63223
2842,2842,daviplata,124128,0,124128
2843,2843,daviplata,122615,0,122615
2844,2844,tarjeta_debito,106802,0,106802
2845,2845,tarjeta_credito,28420,2842,31262
2846,2846,nequi,148924,0,148924
2847,2847,tarjeta_debito,65760,6576,72336
2848,2848,nequi,130306,0,130306
2850,2850,tarjeta_debito,134187,0,134187
2851,2851,nequi,99396,0,99396
2852,2852,efectivo,34750,0,34750
2853,2853,nequi,27612,0,27612
2854,2854,daviplata,45134,4513,49647
2857,2857,tarjeta_debito,88564,0,88564
2858,2858,tarjeta_credito,91345,9134,100479
2859,2859,efectivo,104800,10480,115280
2860,2860,daviplata,118423,11842,130265
2861,2861,efectivo,39871,3987,43858
2862,2862,tarjeta_debito,81219,0,81219
2863,2863,nequi,126463,12646,139109
2864,2864,daviplata,42006,4200,46206
2865,2865,tarjeta_debito,45089,4508,49597
2867,2867,daviplata,84595,8459,93054
2871,2871,tarjeta_debito,17679,0,17679
2877,2877,tarjeta_debito,52712,5271,57983
2878,2878,tarjeta_debito,91892,9189,101081
2882,2882,tarjeta_credito,44483,4448,48931
2885,2885,nequi,32106,3210,35316
2887,2887,efectivo,83049,0,83049
2888,2888,tarjeta_credito,139607,13960,153567
2889,2889,tarjeta_debito,144145,14414,158559
2895,2895,tarjeta_debito,43979,4397,48376
2896,2896,efectivo,44072,0,44072
2897,2897,tarjeta_debito,43314,4331,47645
2899,2899,efectivo,91722,9172,100894
2901,2901,tarjeta_debito,70439,0,70439
2903,2903,efectivo,131112,0,131112
2904,2904,tarjeta_credito,49702,0,49702
2905,2905,tarjeta_debito,30212,3021,33233
2906,2906,daviplata,104310,0,104310
2908,2908,efectivo,52464,5246,57710
2911,2911,tarjeta_debito,67294,6729,74023
2912,2912,nequi,141128,14112,155240
2913,2913,nequi,134904,13490,148394
2914,2914,nequi,88614,8861,97475
2915,2915,efectivo,132664,13266,145930
2919,2919,tarjeta_credito,112710,11271,123981
2921,2921,tarjeta_credito,92392,9239,101631
2922,2922,tarjeta_credito,141583,14158,155741
2925,2925,daviplata,68047,6804,74851
2928,2928,tarjeta_credito,110545,11054,121599
2929,2929,daviplata,83739,8373,92112
2930,2930,nequi,127622,12762,140384
2931,2931,efectivo,119169,11916,131085
2932,2932,nequi,115392,11539,126931
2935,2935,tarjeta_debito,130140,13014,143154
2936,2936,daviplata,103714,10371,114085
2937,2937,nequi,121623,0,121623
2941,2941,efectivo,68005,6800,74805
2942,2942,nequi,93813,0,93813
2943,2943,nequi,118519,0,118519
2944,2944,tarjeta_credito,60928,0,60928
2945,2945,efectivo,33105,3310,36415
2946,2946,nequi,82925,8292,91217
2947,2947,efectivo,44657,0,44657
2948,2948,efectivo,54725,5472,60197
2951,2951,tarjeta_credito,88046,8804,96850
2952,2952,tarjeta_debito,55585,5558,61143
2953,2953,nequi,70518,7051,77569
2957,2957,tarjeta_debito,115506,0,115506
2960,2960,efectivo,63975,6397,70372
2964,2964,nequi,79749,7974,87723
2965,2965,efectivo,87043,8704,95747
2966,2966,tarjeta_debito,60044,6004,66048
2968,2968,tarjeta_credito,80726,8072,88798
2970,2970,daviplata,84790,0,84790
2972,2972,tarjeta_debito,59311,5931,65242
2973,2973,nequi,69923,0,69923
2974,2974,daviplata,18291,1829,20120
2975,2975,tarjeta_debito,29758,0,29758
2978,2978,daviplata,17348,0,17348
2979,2979,tarjeta_credito,23840,2384,26224
2981,2981,tarjeta_credito,36124,3612,39736
2982,2982,nequi,39344,3934,43278
2984,2984,daviplata,55998,0,55998
2987,2987,efectivo,61106,0,61106
2989,2989,daviplata,56922,0,56922
2990,2990,daviplata,33062,0,33062
2992,2992,efectivo,118353,11835,130188
2995,2995,tarjeta_credito,132970,13297,146267
2998,2998,nequi,21295,2129,23424
3000,3000,tarjeta_credito,35705,3570,39275
3001,3001,tarjeta_credito,115070,11507,126577
3002,3002,nequi,22765,0,22765
3003,3003,tarjeta_debito,16580,1658,18238
3005,3005,efectivo,80651,8065,88716
3008,3008,nequi,89480,0,89480
3010,3010,efectivo,37982,3798,41780
3014,3014,tarjeta_debito,92354,9235,101589
3015,3015,tarjeta_credito,43079,4307,47386
3016,3016,tarjeta_debito,143328,14332,157660
3020,3020,daviplata,112711,11271,123982
3022,3022,nequi,98657,0,98657
3023,3023,nequi,29135,0,29135
3025,3025,tarjeta_debito,48377,4837,53214
3026,3026,tarjeta_credito,83156,0,83156
3028,3028,nequi,108516,0,108516
3030,3030,efectivo,57980,5798,63778
3032,3032,efectivo,31514,3151,34665
3033,3033,nequi,30462,3046,33508
3034,3034,daviplata,41978,4197,46175
3035,3035,daviplata,137978,13797,151775
3036,3036,tarjeta_debito,123095,12309,135404
3037,3037,tarjeta_debito,100817,10081,110898
3040,3040,efectivo,20280,2028,22308
3041,3041,efectivo,131994,13199,145193
3042,3042,efectivo,124716,12471,137187
3043,3043,tarjeta_credito,133101,0,133101
3044,3044,efectivo,140212,14021,154233
3045,3045,nequi,28834,2883,31717
3046,3046,tarjeta_debito,126441,0,126441
3047,3047,nequi,65182,0,65182
3050,3050,daviplata,118527,11852,130379
3051,3051,daviplata,20639,2063,22702
3057,3057,tarjeta_credito,39846,0,39846
3058,3058,nequi,119768,11976,131744
3064,3064,nequi,23266,0,23266
3065,3065,tarjeta_debito,19101,0,19101
3066,3066,tarjeta_credito,102353,10235,112588
3068,3068,efectivo,102269,10226,112495
3069,3069,tarjeta_debito,29408,2940,32348
3071,3071,tarjeta_credito,91756,9175,100931
3072,3072,efectivo,111899,11189,123088
3073,3073,tarjeta_credito,136551,13655,150206
3075,3075,tarjeta_debito,54869,5486,60355
3077,3077,efectivo,75307,0,75307
3078,3078,nequi,48271,4827,53098
3079,3079,tarjeta_debito,84813,8481,93294
3083,3083,tarjeta_debito,24888,2488,27376
3084,3084,nequi,57367,0,57367
3086,3086,efectivo,94894,9489,104383
3087,3087,daviplata,21083,0,21083
3088,3088,tarjeta_debito,120774,12077,132851
3090,3090,tarjeta_debito,19861,1986,21847
3091,3091,tarjeta_debito,149026,0,149026
3093,3093,tarjeta_debito,145190,14519,159709
3094,3094,tarjeta_credito,89995,8999,98994
3095,3095,tarjeta_debito,65809,0,65809
3097,3097,daviplata,62516,6251,68767
3098,3098,efectivo,87028,8702,95730
3099,3099,tarjeta_debito,144543,0,144543
3101,3101,daviplata,120109,12010,132119
3102,3102,nequi,20153,2015,22168
3106,3106,daviplata,130016,13001,143017
3107,3107,daviplata,138044,0,138044
3109,3109,nequi,41168,4116,45284
3111,3111,tarjeta_debito,54763,5476,60239
3112,3112,nequi,83587,0,83587
3113,3113,efectivo,67173,6717,73890
3114,3114,efectivo,61620,0,61620
3115,3115,daviplata,131072,13107,144179
3116,3116,daviplata,37876,0,37876
3121,3121,tarjeta_credito,106101,0,106101
3124,3124,efectivo,66871,6687,73558
3127,3127,tarjeta_debito,43902,0,43902
3128,3128,tarjeta_debito,71018,7101,78119
3129,3129,tarjeta_credito,24517,0,24517
3131,3131,tarjeta_credito,102735,0,102735
3133,3133,efectivo,111811,0,111811
3135,3135,nequi,142546,14254,156800
3137,3137,nequi,62437,0,62437
3138,3138,tarjeta_debito,57620,5762,63382
3142,3142,daviplata,83134,8313,91447
3143,3143,tarjeta_credito,104882,0,104882
3144,3144,efectivo,45050,4505,49555
3147,3147,daviplata,37817,3781,41598
3148,3148,tarjeta_debito,134583,13458,148041
3149,3149,tarjeta_debito,120085,12008,132093
3152,3152,nequi,140421,0,140421
3154,3154,efectivo,20040,0,20040
3155,3155,daviplata,57754,0,57754
3157,3157,tarjeta_credito,26381,0,26381
3159,3159,nequi,18795,1879,20674
3160,3160,tarjeta_credito,64001,6400,70401
