id_orden,id_cliente,id_mesero,tipo_pedido,numero_mesa,fecha_orden,estado_orden
2088,1320,1,para_llevar,,2025-12-10 00:18:22,anulada
2089,674,3,para_llevar,,2026-03-07 17:47:40,pagada
2090,625,5,para_llevar,,2025-11-24 07:02:13,pagada
2091,498,3,para_llevar,,2025-05-01 22:55:06,pagada
2092,1153,4,para_llevar,,2025-10-21 02:45:04,cortesia
2093,736,2,domicilio,,2025-10-09 16:14:22,pagada
2094,252,3,para_llevar,,2025-09-14 01:06:46,pagada
2095,1126,3,para_llevar,,2025-04-19 23:40:30,cortesia
2096,319,4,en_mesa,7.0,2025-08-31 23:47:49,pagada
2097,1210,2,en_mesa,2.0,2025-05-11 03:38:14,pagada
2098,1332,1,en_mesa,15.0,2025-11-17 07:33:55,cortesia
2099,257,2,domicilio,,2025-09-20 12:44:10,pagada
2100,1499,2,en_mesa,3.0,2025-09-24 03:41:32,pagada
2101,663,4,para_llevar,,2026-03-13 21:56:01,pagada
2102,299,1,en_mesa,5.0,2025-09-05 11:53:37,anulada
2103,501,3,domicilio,,2025-04-29 19:34:44,pagada
2104,411,2,domicilio,,2026-02-04 14:52:56,pagada
2105,669,3,en_mesa,3.0,2025-09-18 17:38:13,anulada
2106,643,1,para_llevar,,2025-12-30 09:41:33,cortesia
2107,1113,3,en_mesa,13.0,2025-06-13 14:25:27,cortesia
2108,199,5,domicilio,,2026-02-04 04:13:04,pagada
2109,847,1,domicilio,,2025-11-24 22:58:55,anulada
2110,1281,1,domicilio,,2026-03-08 17:54:49,pagada
2111,93,1,domicilio,,2026-02-10 23:20:21,anulada
2112,543,2,para_llevar,,2025-06-25 21:32:08,cortesia
2113,1302,1,para_llevar,,2025-11-26 00:22:36,pagada
2114,249,1,en_mesa,6.0,2026-03-21 18:11:14,pagada
2115,73,1,en_mesa,9.0,2025-06-07 09:10:03,pagada
2116,561,5,para_llevar,,2025-06-08 22:52:59,pagada
2117,587,5,en_mesa,12.0,2025-12-10 06:52:54,pagada
2118,491,1,en_mesa,14.0,2025-06-26 02:18:42,pagada
2119,1133,3,domicilio,,2025-09-26 09:11:15,pagada
2120,24,3,domicilio,,2025-06-07 09:02:14,cortesia
2121,93,2,domicilio,,2026-03-24 13:53:36,anulada
2122,479,2,domicilio,,2025-04-15 07:37:44,pagada
2123,113,1,para_llevar,,2025-11-02 11:06:01,cortesia
2124,1404,3,domicilio,,2025-09-09 18:06:03,pagada
2125,1024,4,en_mesa,5.0,2025-06-04 03:35:54,pagada
2126,1202,1,domicilio,,2025-06-28 17:30:59,cortesia
2127,271,4,en_mesa,14.0,2025-07-27 15:37:45,pagada
2128,922,5,en_mesa,5.0,2025-11-02 07:55:05,pagada
2129,1150,4,en_mesa,10.0,2026-03-29 05:46:48,pagada
2130,965,2,en_mesa,12.0,2025-09-08 20:18:00,anulada
2131,496,5,domicilio,,2025-08-06 11:36:31,pagada
2132,1272,2,para_llevar,,2026-03-22 02:03:48,anulada
2133,310,1,para_llevar,,2025-09-28 12:49:01,cortesia
2134,167,5,en_mesa,1.0,2026-01-01 07:14:40,pagada
2135,390,5,en_mesa,8.0,2025-07-17 11:26:24,pagada
2136,399,4,en_mesa,5.0,2025-07-27 07:01:33,pagada
2137,721,1,en_mesa,6.0,2025-07-09 14:08:40,cortesia
2138,52,4,para_llevar,,2025-04-11 23:46:16,pagada
2139,814,3,domicilio,,2025-11-20 15:42:31,anulada
2140,1295,3,en_mesa,10.0,2025-05-28 16:44:57,cortesia
2141,628,2,en_mesa,15.0,2025-07-19 06:55:55,anulada
2142,255,5,para_llevar,,2025-12-20 02:40:37,pagada
2143,761,1,en_mesa,4.0,2025-04-26 10:16:22,anulada
2144,467,3,en_mesa,5.0,2025-09-29 09:27:58,cortesia
2145,1114,3,para_llevar,,2026-03-24 06:08:21,cortesia
2146,131,2,en_mesa,4.0,2025-09-18 10:37:16,cortesia
2147,434,3,domicilio,,2025-11-01 22:28:23,pagada
2148,1251,2,en_mesa,10.0,2025-08-14 09:57:28,pagada
2149,1310,2,para_llevar,,2026-03-29 22:50:15,pagada
2150,1051,2,domicilio,,2025-07-09 17:41:50,anulada
2151,30,4,en_mesa,15.0,2025-03-30 21:05:47,pagada
2152,463,2,domicilio,,2025-10-28 00:58:20,cortesia
2153,310,1,en_mesa,15.0,2026-03-05 07:30:46,pagada
2154,439,2,para_llevar,,2026-02-14 04:48:04,cortesia
2155,71,4,en_mesa,4.0,2025-04-20 20:32:31,pagada
2156,1170,3,en_mesa,6.0,2025-06-25 00:10:53,pagada
2157,1188,2,en_mesa,3.0,2025-06-26 06:52:48,pagada
2158,311,5,para_llevar,,2025-04-20 16:49:42,pagada
2159,1254,5,en_mesa,9.0,2025-09-03 06:52:00,pagada
2160,1275,1,domicilio,,2025-05-08 20:09:17,pagada
2161,341,4,domicilio,,2026-02-02 15:03:34,pagada
2162,1147,3,para_llevar,,2025-05-24 06:44:04,pagada
2163,802,1,en_mesa,5.0,2025-12-21 16:37:16,pagada
2164,694,1,domicilio,,2025-08-26 07:28:19,cortesia
2165,1472,1,para_llevar,,2025-10-24 14:46:22,anulada
2166,112,4,para_llevar,,2025-11-05 16:05:22,pagada
2167,1084,4,en_mesa,15.0,2025-10-16 16:57:31,pagada
2168,6,4,en_mesa,10.0,2026-01-25 14:36:26,cortesia
2169,179,2,para_llevar,,2025-10-17 01:45:25,cortesia
2170,267,1,en_mesa,11.0,2025-04-25 17:35:28,pagada
2171,894,5,para_llevar,,2026-01-03 02:26:01,cortesia
2172,202,5,en_mesa,6.0,2025-05-03 13:27:29,pagada
2173,249,4,para_llevar,,2025-07-12 16:41:34,pagada
2174,210,1,domicilio,,2026-01-16 13:16:04,pagada
2175,563,1,para_llevar,,2025-10-06 13:43:51,pagada
2176,646,3,domicilio,,2025-06-19 16:47:41,pagada
2177,1133,1,domicilio,,2026-01-08 14:55:30,pagada
2178,1138,4,para_llevar,,2025-10-07 12:12:32,anulada
2179,26,4,en_mesa,3.0,2026-01-04 01:33:50,pagada
2180,278,4,para_llevar,,2025-07-25 16:30:42,cortesia
2181,1425,5,para_llevar,,2026-03-03 09:10:45,pagada
2182,1400,4,domicilio,,2025-12-16 04:42:16,pagada
2183,320,2,domicilio,,2026-03-06 18:38:20,cortesia
2184,1232,5,domicilio,,2025-04-17 12:23:19,cortesia
2185,1203,4,domicilio,,2025-06-28 05:58:42,anulada
2186,1151,5,domicilio,,2025-08-08 18:53:10,cortesia
2187,294,1,domicilio,,2025-05-30 09:43:57,pagada
2188,953,4,para_llevar,,2025-06-08 09:39:50,pagada
2189,692,3,para_llevar,,2025-06-11 10:54:54,anulada
2190,1180,4,en_mesa,12.0,2025-10-31 07:34:36,pagada
2191,1468,5,para_llevar,,2025-04-24 01:15:42,pagada
2192,1477,2,para_llevar,,2025-08-02 11:57:56,anulada
2193,854,5,en_mesa,8.0,2025-12-10 03:15:09,pagada
2194,90,2,para_llevar,,2025-09-03 09:34:26,pagada
2195,1018,3,en_mesa,10.0,2026-02-11 16:35:26,pagada
2196,95,5,para_llevar,,2026-03-15 23:24:56,anulada
2197,862,4,en_mesa,11.0,2026-02-21 05:58:29,pagada
2198,552,1,domicilio,,2025-08-17 23:11:19,pagada
2199,1413,3,domicilio,,2026-03-02 17:40:46,cortesia
2200,1275,5,domicilio,,2025-10-22 02:49:30,anulada
2201,530,1,en_mesa,9.0,2025-04-07 08:54:15,cortesia
2202,1150,4,para_llevar,,2026-02-19 09:36:38,pagada
2203,56,5,para_llevar,,2026-01-08 21:41:45,pagada
2204,827,3,en_mesa,10.0,2025-08-31 03:12:32,pagada
2205,1140,4,para_llevar,,2025-10-18 12:44:03,pagada
2206,56,3,en_mesa,3.0,2026-03-12 10:17:19,anulada
2207,265,2,en_mesa,10.0,2025-11-15 06:36:16,pagada
2208,153,2,para_llevar,,2025-10-21 06:17:37,pagada
2209,351,1,domicilio,,2025-05-20 04:21:35,pagada
2210,559,2,para_llevar,,2026-02-18 04:00:14,pagada
2211,486,2,en_mesa,12.0,2025-05-01 11:23:20,pagada
2212,954,2,domicilio,,2025-04-02 05:27:55,anulada
2213,862,2,domicilio,,2025-09-28 00:55:59,pagada
2214,171,1,en_mesa,6.0,2026-01-14 02:02:15,pagada
2215,1393,4,para_llevar,,2025-04-06 08:28:13,anulada
2216,480,3,para_llevar,,2026-01-25 19:39:20,cortesia
2217,153,2,para_llevar,,2026-03-27 01:21:59,cortesia
2218,729,5,domicilio,,2025-07-11 06:41:33,pagada
2219,702,1,domicilio,,2025-06-25 20:12:20,pagada
2220,121,1,para_llevar,,2025-12-27 14:07:45,pagada
2221,1433,3,para_llevar,,2025-11-11 22:21:16,pagada
2222,554,2,domicilio,,2025-09-15 05:17:04,pagada
2223,917,4,para_llevar,,2025-06-05 10:05:02,pagada
2224,1499,4,para_llevar,,2025-12-11 10:26:20,pagada
2225,54,4,domicilio,,2025-06-18 15:26:06,cortesia
2226,263,3,domicilio,,2026-03-26 06:35:51,anulada
2227,1321,2,domicilio,,2025-12-30 12:25:02,cortesia
2228,981,1,para_llevar,,2025-11-14 05:46:11,pagada
2229,1281,2,en_mesa,2.0,2026-03-19 18:43:30,pagada
2230,867,2,domicilio,,2025-04-20 07:30:23,pagada
2231,1266,1,para_llevar,,2026-01-28 16:54:29,pagada
2232,244,1,en_mesa,5.0,2025-07-12 12:07:51,pagada
2233,1491,3,para_llevar,,2025-11-04 07:26:46,pagada
2234,637,5,domicilio,,2025-11-17 22:58:52,cortesia
2235,1075,5,en_mesa,11.0,2026-03-22 07:32:30,pagada
2236,113,1,para_llevar,,2025-09-10 19:46:57,cortesia
2237,979,3,en_mesa,9.0,2026-03-14 23:57:08,pagada
2238,580,3,domicilio,,2025-12-01 22:27:58,anulada
2239,943,2,domicilio,,2026-01-23 09:23:45,pagada
2240,268,4,para_llevar,,2026-03-12 09:49:12,pagada
2241,1040,5,para_llevar,,2026-01-01 10:45:53,pagada
2242,442,2,domicilio,,2025-11-28 13:35:17,pagada
2243,800,3,domicilio,,2025-11-21 00:56:28,pagada
2244,1482,4,en_mesa,11.0,2025-04-19 04:37:19,anulada
2245,147,4,en_mesa,8.0,2025-10-09 01:03:51,pagada
2246,790,2,domicilio,,2025-08-30 05:54:17,pagada
2247,472,2,en_mesa,7.0,2025-04-05 15:15:44,pagada
2248,472,4,domicilio,,2025-06-11 11:41:21,pagada
2249,1083,3,para_llevar,,2025-06-18 03:03:17,pagada
2250,430,5,en_mesa,13.0,2025-06-06 16:38:54,anulada
2251,1192,3,domicilio,,2025-10-05 16:04:07,pagada
2252,336,1,domicilio,,2025-06-12 23:09:41,anulada
2253,130,1,domicilio,,2025-05-12 13:07:16,pagada
2254,1172,4,para_llevar,,2025-09-30 10:24:43,pagada
2255,1444,1,domicilio,,2026-02-26 22:14:17,anulada
2256,1364,4,para_llevar,,2025-08-14 08:32:35,pagada
2257,292,1,para_llevar,,2025-06-03 16:37:13,anulada
2258,798,3,para_llevar,,2025-08-07 07:42:11,pagada
2259,695,3,en_mesa,5.0,2025-10-07 08:56:17,pagada
2260,171,2,domicilio,,2025-12-26 14:28:53,pagada
2261,82,5,para_llevar,,2025-06-15 00:26:11,cortesia
2262,531,4,en_mesa,3.0,2025-09-21 18:03:02,pagada
2263,1165,4,domicilio,,2025-05-02 14:33:30,anulada
2264,1494,3,en_mesa,10.0,2025-04-07 23:43:12,cortesia
2265,13,4,en_mesa,3.0,2025-04-22 07:51:22,cortesia
2266,724,4,en_mesa,5.0,2025-06-10 15:47:56,cortesia
2267,841,3,domicilio,,2025-09-26 19:08:03,anulada
2268,1196,5,para_llevar,,2025-07-10 12:18:09,cortesia
2269,1390,3,para_llevar,,2025-06-14 12:58:20,pagada
2270,624,4,en_mesa,15.0,2026-03-29 18:36:56,anulada
2271,723,5,domicilio,,2025-09-14 10:37:10,pagada
2272,618,2,domicilio,,2025-07-07 00:27:09,pagada
2273,1191,1,domicilio,,2025-09-02 05:32:03,pagada
2274,1360,1,en_mesa,14.0,2026-03-07 00:34:39,pagada
2275,1067,1,en_mesa,7.0,2025-10-02 20:24:41,pagada
2276,22,3,para_llevar,,2025-11-12 16:47:08,cortesia
2277,386,3,para_llevar,,2025-11-20 04:06:06,pagada
2278,697,3,para_llevar,,2025-10-17 09:02:30,pagada
2279,500,4,domicilio,,2025-09-29 14:02:50,cortesia
2280,859,2,en_mesa,2.0,2025-11-03 15:15:47,cortesia
2281,997,2,en_mesa,11.0,2026-03-26 22:59:00,pagada
2282,1070,1,domicilio,,2025-08-19 21:57:54,pagada
2283,629,1,en_mesa,8.0,2025-07-15 23:32:06,pagada
2284,542,2,domicilio,,2025-08-07 02:06:39,cortesia
2285,608,3,para_llevar,,2025-09-12 08:20:49,pagada
2286,1307,1,domicilio,,2026-01-27 05:34:16,pagada
2287,916,5,en_mesa,7.0,2025-10-15 11:52:07,anulada
2288,701,5,para_llevar,,2025-06-20 18:47:15,anulada
2289,1266,2,en_mesa,3.0,2025-08-04 14:20:15,anulada
2290,1020,1,para_llevar,,2025-07-29 15:36:21,cortesia
2291,597,4,en_mesa,6.0,2025-04-19 17:54:30,cortesia
2292,962,4,para_llevar,,2025-04-02 00:59:49,pagada
2293,220,4,para_llevar,,2026-01-11 08:36:34,pagada
2294,598,1,domicilio,,2025-12-22 06:10:58,cortesia
2295,1174,3,en_mesa,3.0,2026-01-12 14:38:48,pagada
2296,397,1,en_mesa,5.0,2026-03-15 02:31:26,pagada
2297,1222,5,para_llevar,,2025-08-02 12:38:59,cortesia
2298,1266,4,domicilio,,2025-05-08 09:32:12,pagada
2299,498,3,en_mesa,5.0,2025-04-22 10:09:15,pagada
2300,740,3,para_llevar,,2025-12-24 18:34:16,anulada
2301,988,3,para_llevar,,2025-09-07 04:48:06,cortesia
2302,1085,2,para_llevar,,2026-01-25 02:28:50,anulada
2303,962,4,domicilio,,2025-05-15 06:35:13,pagada
2304,1485,3,en_mesa,9.0,2026-03-13 00:16:12,pagada
2305,468,3,domicilio,,2025-12-29 13:08:51,pagada
2306,692,5,domicilio,,2025-12-25 00:29:56,cortesia
2307,697,1,para_llevar,,2025-06-19 00:27:07,anulada
2308,837,3,para_llevar,,2025-07-09 08:00:11,pagada
2309,1463,3,para_llevar,,2025-12-05 04:30:53,pagada
2310,481,1,en_mesa,15.0,2025-05-20 11:21:26,cortesia
2311,384,4,domicilio,,2025-12-12 18:58:17,pagada
2312,261,1,domicilio,,2026-03-18 16:29:24,anulada
2313,273,4,en_mesa,7.0,2025-04-29 05:10:28,cortesia
2314,37,5,para_llevar,,2025-10-27 19:10:47,cortesia
2315,1048,1,domicilio,,2025-09-15 23:20:03,pagada
2316,723,5,domicilio,,2026-02-12 21:16:47,pagada
2317,1063,5,para_llevar,,2025-08-16 20:05:52,pagada
2318,1334,2,domicilio,,2025-10-05 14:14:47,pagada
2319,1445,4,para_llevar,,2025-10-12 18:49:41,pagada
2320,1238,3,en_mesa,10.0,2025-11-23 07:06:33,pagada
2321,124,4,domicilio,,2025-08-28 16:40:17,pagada
2322,1149,5,para_llevar,,2025-07-01 09:39:05,pagada
2323,187,5,domicilio,,2025-08-11 02:20:16,pagada
2324,1146,4,domicilio,,2026-03-27 03:39:12,pagada
2325,729,2,en_mesa,9.0,2025-07-06 21:16:24,anulada
2326,116,5,para_llevar,,2025-07-09 00:37:39,pagada
2327,1042,2,domicilio,,2025-08-14 03:24:39,pagada
2328,1492,5,para_llevar,,2025-12-30 14:24:36,cortesia
2329,953,1,en_mesa,3.0,2025-04-11 10:34:19,pagada
2330,253,1,domicilio,,2025-07-02 17:44:43,cortesia
2331,410,2,para_llevar,,2026-02-14 21:59:13,pagada
2332,355,5,para_llevar,,2025-09-03 13:14:52,pagada
2333,1392,4,para_llevar,,2025-11-27 13:47:50,pagada
2334,1279,2,en_mesa,3.0,2026-02-03 21:32:03,pagada
2335,202,3,para_llevar,,2026-03-04 04:25:52,pagada
2336,1132,5,en_mesa,15.0,2025-05-24 14:02:37,pagada
2337,503,1,en_mesa,7.0,2025-05-26 06:27:51,pagada
2338,930,1,para_llevar,,2025-11-26 20:08:46,pagada
2339,731,4,domicilio,,2025-07-09 00:50:15,pagada
2340,1057,1,domicilio,,2025-08-12 16:43:57,pagada
2341,1435,2,para_llevar,,2025-11-09 04:20:24,pagada
2342,99,2,para_llevar,,2026-01-30 10:35:48,pagada
2343,409,1,para_llevar,,2025-06-15 03:31:41,pagada
2344,162,4,para_llevar,,2026-03-14 07:03:52,anulada
2345,1481,2,para_llevar,,2025-09-07 00:41:36,anulada
2346,504,5,para_llevar,,2025-04-28 22:05:15,pagada
2347,142,1,para_llevar,,2025-07-28 08:16:05,pagada
2348,442,1,para_llevar,,2025-11-16 22:57:21,pagada
2349,222,2,en_mesa,3.0,2025-12-12 02:26:33,pagada
2350,149,4,domicilio,,2025-09-23 05:41:14,pagada
2351,1245,4,en_mesa,14.0,2025-05-22 21:12:47,pagada
2352,1093,3,en_mesa,1.0,2026-03-02 17:22:17,pagada
2353,771,4,en_mesa,1.0,2026-02-02 22:42:15,pagada
2354,481,2,domicilio,,2026-01-12 09:13:56,pagada
2355,1347,5,domicilio,,2025-07-28 13:49:34,pagada
2356,1356,1,en_mesa,11.0,2025-10-27 11:10:16,pagada
2357,320,1,en_mesa,4.0,2025-04-16 20:41:56,cortesia
2358,770,3,en_mesa,4.0,2025-05-02 23:41:32,anulada
2359,829,2,en_mesa,11.0,2025-07-24 02:38:17,pagada
2360,66,4,para_llevar,,2025-06-21 01:53:43,pagada
2361,368,1,en_mesa,14.0,2025-04-03 10:10:49,anulada
2362,665,1,para_llevar,,2026-03-02 11:06:59,cortesia
2363,654,3,domicilio,,2025-07-26 08:16:38,pagada
2364,716,3,en_mesa,8.0,2026-01-18 18:25:54,pagada
2365,892,3,domicilio,,2025-11-27 21:59:38,cortesia
2366,8,5,para_llevar,,2025-09-23 04:26:48,cortesia
2367,1203,1,domicilio,,2025-04-13 11:45:44,anulada
2368,1409,1,en_mesa,13.0,2026-02-12 18:12:30,anulada
2369,908,2,domicilio,,2025-10-31 19:05:01,pagada
2370,1022,3,en_mesa,1.0,2025-10-13 12:14:03,anulada
2371,1333,3,domicilio,,2026-01-15 01:11:35,pagada
2372,442,1,en_mesa,12.0,2025-10-21 17:54:52,pagada
2373,671,5,en_mesa,2.0,2026-02-18 00:41:32,cortesia
2374,98,3,para_llevar,,2025-11-26 23:10:03,cortesia
2375,471,5,domicilio,,2025-09-27 10:32:09,cortesia
2376,190,1,en_mesa,4.0,2025-04-06 10:24:58,cortesia
2377,1012,5,en_mesa,14.0,2025-09-09 18:45:24,cortesia
2378,435,3,en_mesa,12.0,2025-11-08 15:01:55,pagada
2379,821,1,en_mesa,13.0,2025-05-08 16:35:40,pagada
2380,1030,3,domicilio,,2025-07-08 01:07:00,cortesia
2381,916,3,para_llevar,,2025-05-06 20:58:12,pagada
2382,17,3,domicilio,,2025-04-17 01:37:50,pagada
2383,800,3,para_llevar,,2025-08-21 23:24:14,anulada
2384,1449,1,domicilio,,2025-12-27 17:50:50,pagada
2385,1350,3,para_llevar,,2025-11-06 18:11:03,pagada
2386,546,1,domicilio,,2025-05-30 04:37:39,anulada
2387,1430,5,en_mesa,13.0,2025-04-07 19:44:38,pagada
2388,567,3,para_llevar,,2025-11-23 20:20:41,pagada
2389,158,1,domicilio,,2025-09-07 09:54:23,cortesia
2390,965,4,para_llevar,,2025-06-16 21:13:19,anulada
2391,138,5,en_mesa,3.0,2026-01-28 20:11:44,anulada
2392,1213,3,domicilio,,2025-09-16 13:54:24,pagada
2393,97,3,en_mesa,3.0,2025-06-17 19:37:37,pagada
2394,212,3,para_llevar,,2025-10-16 09:56:52,pagada
2395,319,5,para_llevar,,2025-10-25 06:02:34,cortesia
2396,960,4,para_llevar,,2026-03-23 17:45:04,anulada
2397,1121,1,para_llevar,,2025-06-22 20:47:03,cortesia
2398,239,1,para_llevar,,2025-07-20 02:29:57,pagada
2399,148,2,en_mesa,13.0,2025-10-06 04:10:37,pagada
2400,1073,5,para_llevar,,2026-03-13 01:09:26,pagada
2401,1299,4,domicilio,,2026-01-04 04:21:44,anulada
2402,1099,5,domicilio,,2025-10-20 16:35:50,pagada
2403,1399,1,domicilio,,2025-09-03 16:14:45,anulada
2404,793,4,para_llevar,,2025-07-18 21:17:02,pagada
2405,29,2,en_mesa,5.0,2026-01-09 07:47:36,pagada
2406,486,3,para_llevar,,2025-11-23 22:17:12,pagada
2407,868,5,en_mesa,6.0,2026-02-12 06:34:27,pagada
2408,1396,1,domicilio,,2025-08-18 02:06:32,anulada
2409,939,3,domicilio,,2026-01-20 20:06:59,pagada
2410,130,3,para_llevar,,2025-06-19 19:22:01,anulada
2411,572,4,en_mesa,15.0,2025-11-19 16:18:46,pagada
2412,1377,5,en_mesa,14.0,2025-04-22 12:49:00,anulada
2413,1427,2,para_llevar,,2025-05-11 03:45:13,cortesia
2414,856,2,domicilio,,2025-07-16 18:00:16,pagada
2415,1149,2,en_mesa,12.0,2026-02-10 00:08:43,pagada
2416,996,3,para_llevar,,2025-06-30 14:56:51,anulada
2417,1435,5,en_mesa,2.0,2025-10-26 14:44:12,cortesia
2418,1398,2,domicilio,,2025-08-14 14:49:55,pagada
2419,764,5,en_mesa,7.0,2025-07-06 20:02:30,pagada
2420,140,2,para_llevar,,2025-08-08 02:05:46,anulada
2421,761,1,para_llevar,,2026-02-25 12:20:47,cortesia
2422,1317,2,para_llevar,,2026-03-18 14:44:06,pagada
2423,715,2,domicilio,,2025-10-22 16:54:59,pagada
2424,772,5,para_llevar,,2025-04-20 19:55:11,pagada
2425,556,5,domicilio,,2026-01-29 19:31:00,pagada
2426,246,3,domicilio,,2025-09-29 05:29:33,pagada
2427,584,5,en_mesa,15.0,2025-11-23 17:42:58,pagada
2428,394,3,en_mesa,11.0,2025-12-14 12:50:02,pagada
2429,388,2,domicilio,,2025-08-29 18:03:32,pagada
2430,796,5,en_mesa,11.0,2025-04-08 22:46:56,pagada
2431,914,2,en_mesa,11.0,2025-11-24 11:33:19,anulada
2432,1418,4,domicilio,,2025-07-19 01:14:09,cortesia
2433,830,1,domicilio,,2025-12-03 22:33:10,pagada
2434,910,5,domicilio,,2025-04-22 10:38:38,cortesia
2435,591,1,en_mesa,14.0,2025-04-04 03:49:32,pagada
2436,391,5,domicilio,,2026-01-12 20:47:33,anulada
2437,573,5,en_mesa,12.0,2025-08-02 13:57:56,pagada
2438,585,5,en_mesa,12.0,2025-11-27 10:42:20,cortesia
2439,1427,1,en_mesa,10.0,2026-03-08 16:17:55,pagada
2440,1402,3,para_llevar,,2025-08-19 05:30:09,cortesia
2441,224,4,domicilio,,2025-04-14 22:50:37,anulada
2442,254,3,en_mesa,12.0,2025-05-05 00:11:09,pagada
2443,139,2,domicilio,,2026-02-25 13:43:12,pagada
2444,107,1,en_mesa,1.0,2025-07-06 17:40:44,anulada
2445,62,3,para_llevar,,2026-01-16 12:57:41,pagada
2446,436,4,para_llevar,,2025-06-01 20:17:37,pagada
2447,1157,3,para_llevar,,2025-10-18 22:38:12,pagada
2448,1104,2,para_llevar,,2025-12-27 06:23:51,anulada
2449,374,3,para_llevar,,2025-05-02 00:10:38,pagada
2450,975,4,para_llevar,,2025-07-05 23:23:09,anulada
2451,127,5,domicilio,,2025-12-07 08:47:05,anulada
2452,8,3,para_llevar,,2025-12-21 05:07:42,pagada
2453,29,4,para_llevar,,2025-11-12 10:40:38,anulada
2454,1309,5,domicilio,,2026-01-24 00:45:35,anulada
2455,223,4,domicilio,,2026-02-09 04:31:39,cortesia
2456,1247,3,para_llevar,,2025-12-30 20:10:41,anulada
2457,1362,3,domicilio,,2025-04-03 02:20:40,cortesia
2458,1148,5,para_llevar,,2025-12-08 10:34:10,pagada
2459,1101,1,para_llevar,,2026-01-16 23:50:56,pagada
2460,1199,4,en_mesa,4.0,2025-05-05 04:30:11,pagada
2461,1461,1,para_llevar,,2026-03-20 19:28:28,pagada
2462,494,3,domicilio,,2025-05-20 01:29:10,pagada
2463,865,2,para_llevar,,2025-09-20 21:03:50,anulada
2464,1090,1,para_llevar,,2025-05-04 23:39:58,pagada
2465,1303,5,en_mesa,7.0,2025-12-31 23:43:21,pagada
2466,1346,1,domicilio,,2025-11-28 19:38:22,anulada
2467,1064,2,domicilio,,2025-11-29 03:12:06,cortesia
2468,231,5,domicilio,,2025-09-08 06:04:20,pagada
2469,731,4,en_mesa,1.0,2025-07-01 20:39:10,pagada
2470,256,1,para_llevar,,2025-09-08 13:39:14,anulada
2471,585,2,en_mesa,1.0,2025-04-14 17:57:13,cortesia
2472,808,3,en_mesa,4.0,2025-10-08 11:25:49,pagada
2473,1403,4,en_mesa,15.0,2025-10-13 00:38:20,anulada
2474,1448,4,en_mesa,1.0,2025-07-31 18:35:29,pagada
2475,36,1,en_mesa,5.0,2025-09-29 20:50:16,pagada
2476,343,5,domicilio,,2025-07-03 20:08:23,anulada
2477,485,5,domicilio,,2025-07-23 01:33:27,pagada
2478,1179,5,para_llevar,,2025-10-08 12:53:01,pagada
2479,586,2,domicilio,,2025-12-06 02:53:21,pagada
2480,1012,4,domicilio,,2026-02-18 07:06:53,anulada
2481,295,2,domicilio,,2026-03-28 14:01:03,pagada
2482,1321,1,para_llevar,,2025-06-11 20:39:56,anulada
2483,1030,5,domicilio,,2025-06-12 07:07:06,anulada
2484,420,4,en_mesa,2.0,2025-04-07 17:55:05,cortesia
2485,1405,3,en_mesa,3.0,2025-07-26 12:22:28,anulada
2486,1145,1,en_mesa,5.0,2025-07-11 18:45:41,pagada
2487,802,3,en_mesa,5.0,2025-05-04 10:09:33,pagada
2488,1253,3,para_llevar,,2026-03-13 09:15:24,anulada
2489,1425,1,domicilio,,2025-08-13 08:24:13,cortesia
2490,879,2,para_llevar,,2025-07-24 11:32:39,anulada
2491,924,1,domicilio,,2025-11-29 11:23:35,pagada
2492,1223,5,para_llevar,,2025-03-31 01:30:41,pagada
2493,37,2,para_llevar,,2026-03-13 11:55:35,pagada
2494,950,4,domicilio,,2025-12-29 01:14:18,pagada
2495,657,2,en_mesa,4.0,2026-02-13 09:52:46,pagada
2496,1230,2,domicilio,,2025-07-01 01:12:12,anulada
2497,1289,2,para_llevar,,2026-02-08 22:03:32,pagada
2498,1413,5,domicilio,,2026-03-04 02:44:59,anulada
2499,1080,1,para_llevar,,2025-06-17 07:11:49,pagada
2500,417,2,en_mesa,2.0,2025-05-17 23:48:58,pagada
2501,730,5,en_mesa,12.0,2025-06-16 05:08:26,pagada
2502,533,3,domicilio,,2026-02-01 07:47:07,anulada
2503,726,3,para_llevar,,2026-02-23 22:51:26,pagada
2504,348,4,en_mesa,15.0,2025-11-10 22:40:12,pagada
2505,829,5,domicilio,,2025-08-26 17:02:09,pagada
2506,1338,3,para_llevar,,2026-03-20 02:48:00,pagada
2507,658,4,en_mesa,3.0,2025-03-31 14:52:50,pagada
2508,678,4,en_mesa,14.0,2025-08-04 14:05:30,pagada
2509,1449,4,domicilio,,2025-05-26 08:46:50,pagada
2510,1342,2,para_llevar,,2026-03-28 10:20:06,pagada
2511,229,2,en_mesa,6.0,2026-02-23 10:45:50,pagada
2512,311,4,en_mesa,12.0,2025-04-15 13:59:41,pagada
2513,1476,3,para_llevar,,2025-10-27 01:39:25,cortesia
2514,236,3,en_mesa,7.0,2026-02-21 19:17:22,pagada
2515,1127,1,domicilio,,2025-06-29 16:46:06,cortesia
2516,1431,3,domicilio,,2025-10-01 14:56:33,pagada
2517,996,3,en_mesa,4.0,2026-01-18 21:17:48,pagada
2518,1241,2,en_mesa,11.0,2026-01-30 10:28:34,cortesia
2519,1417,1,domicilio,,2025-04-03 21:34:32,pagada
2520,589,3,en_mesa,12.0,2026-01-06 10:20:58,pagada
